O*NET-SOC Code	Title	Task ID	Task	Scale ID	Scale Name	Data Value	IMP_rating
21-1093.00	Social and Human Service Assistants	3763	Observe and discuss meal preparation and suggest alternate methods of food preparation.	IM	Importance	2.87	47
21-1093.00	Social and Human Service Assistants	3761	"Transport and accompany clients to shopping areas or to appointments, using automobile."	IM	Importance	2.83	46
21-1093.00	Social and Human Service Assistants	3768	"Inform tenants of facilities, such as laundries or playgrounds."	IM	Importance	2.61	40
21-1094.00	Community Health Workers	19031	"Maintain updated client records with plans, notes, appropriate forms, or related information."	IM	Importance	4.44	86
21-1094.00	Community Health Workers	19017	"Advise clients or community groups on issues related to improving general health, such as diet or exercise."	IM	Importance	3.99	75
21-1094.00	Community Health Workers	19028	"Identify or contact members of high-risk or otherwise targeted groups, such as members of minority populations, low-income populations, or pregnant women."	IM	Importance	3.81	70
21-1094.00	Community Health Workers	19026	"Contact clients in person, by phone, or in writing to ensure they have completed required or recommended actions."	IM	Importance	3.75	69
21-1094.00	Community Health Workers	19027	"Distribute flyers, brochures, or other informational or educational documents to inform members of a targeted community."	IM	Importance	3.75	69
21-1094.00	Community Health Workers	19036	Refer community members to needed health services.	IM	Importance	3.72	68
21-1094.00	Community Health Workers	19024	Attend community meetings or health fairs to understand community issues or build relationships with community members.	IM	Importance	3.42	61
21-1094.00	Community Health Workers	19033	"Perform basic diagnostic procedures, such as blood pressure screening, breast cancer screening, or communicable disease screening."	IM	Importance	4.5	88
21-1094.00	Community Health Workers	19016	"Advise clients or community groups on issues related to diagnostic screenings, such as breast cancer screening, pap smears, glaucoma tests, or diabetes screenings."	IM	Importance	4.07	77
21-1094.00	Community Health Workers	19018	"Advise clients or community groups on issues related to risk or prevention of conditions, such as lead poisoning, human immunodeficiency virus (HIV), prenatal substance abuse, or domestic violence."	IM	Importance	4.05	76
21-1094.00	Community Health Workers	19015	Administer immunizations or other basic preventive treatments.	IM	Importance	4.04	76
21-1094.00	Community Health Workers	19029	Identify the particular health care needs of individuals in a community or target area.	IM	Importance	4	75
21-1094.00	Community Health Workers	19020	"Advise clients or community groups on issues related to self-care, such as diabetes management."	IM	Importance	3.96	74
21-1094.00	Community Health Workers	19025	"Conduct home visits for pregnant women, newborn infants, or other high-risk individuals to monitor their progress or assess their needs."	IM	Importance	3.96	74
21-1094.00	Community Health Workers	19043	Transport or accompany clients to scheduled health appointments or referral sites.	IM	Importance	3.91	73
21-1094.00	Community Health Workers	19023	Advocate for individual or community health needs with government agencies or health service providers.	IM	Importance	3.7	68
21-1094.00	Community Health Workers	19042	"Report incidences of child or elder abuse, neglect, or threats of harm to authorities, as required."	IM	Importance	3.62	66
21-1094.00	Community Health Workers	19038	"Teach classes or otherwise disseminate medical or dental health information to school groups, community groups, or targeted families or individuals, in a manner consistent with cultural norms."	IM	Importance	3.6	65
21-1094.00	Community Health Workers	19019	"Advise clients or community groups on issues related to sanitation or hygiene, such as flossing or hand washing."	IM	Importance	3.6	65
21-1094.00	Community Health Workers	19040	Collect information from individuals to compile vital statistics about the general health of community members.	IM	Importance	3.59	65
21-1094.00	Community Health Workers	19039	"Assist families to apply for social services, including Medicaid or Women, Infants, and Children (WIC)."	IM	Importance	3.49	62
21-1094.00	Community Health Workers	19021	"Advise clients or community groups on issues related to social or intellectual development, such as education, childcare, or problem solving."	IM	Importance	3.48	62
21-1094.00	Community Health Workers	19034	"Provide basic health services, such as first aid."	IM	Importance	3.45	61
21-1094.00	Community Health Workers	19030	"Interpret, translate, or provide cultural mediation related to health services or information for community members."	IM	Importance	3.43	61
21-1094.00	Community Health Workers	19032	"Monitor nutrition of children, elderly, or other high-risk groups."	IM	Importance	3.39	60
21-1094.00	Community Health Workers	19022	Advise clients or community groups to ensure parental understanding of the importance of childhood immunizations and how to access immunization services.	IM	Importance	3.33	58
21-1094.00	Community Health Workers	19041	"Develop plans or formal contracts for individuals, families, or community groups to improve overall health."	IM	Importance	3.33	58
21-1094.00	Community Health Workers	19035	Provide feedback to health service providers regarding improving service accessibility or acceptability.	IM	Importance	2.99	50
21-2011.00	Clergy	10934	Pray and promote spirituality.	IM	Importance	4.77	94
21-2011.00	Clergy	10936	Prepare and deliver sermons or other talks.	IM	Importance	4.72	93
21-2011.00	Clergy	10935	"Read from sacred texts, such as the Bible, Torah, or Koran."	IM	Importance	4.69	92
21-2011.00	Clergy	10937	Organize and lead regular religious services.	IM	Importance	4.6	90
21-2011.00	Clergy	10939	Instruct people who seek conversion to a particular faith.	IM	Importance	4.49	87
21-2011.00	Clergy	10938	"Share information about religious issues by writing articles, giving speeches, or teaching."	IM	Importance	4.39	85
21-2011.00	Clergy	10940	"Counsel individuals or groups concerning their spiritual, emotional, or personal needs."	IM	Importance	4.38	85
21-2011.00	Clergy	10943	Administer religious rites or ordinances.	IM	Importance	4.36	84
21-2011.00	Clergy	10950	Prepare people for participation in religious ceremonies.	IM	Importance	4.35	84
21-2011.00	Clergy	10941	"Visit people in homes, hospitals, or prisons to provide them with comfort and support."	IM	Importance	4.3	83
21-2011.00	Clergy	10942	"Train leaders of church, community, or youth groups."	IM	Importance	4.27	82
21-2011.00	Clergy	20748	Plan or lead religious education programs.	IM	Importance	4.21	80
21-2011.00	Clergy	10944	"Study and interpret religious laws, doctrines, or traditions."	IM	Importance	4.2	80
21-2011.00	Clergy	10947	Respond to requests for assistance during emergencies or crises.	IM	Importance	4.07	77
